File,Diaglog,Sentence,Ratio
EN_100771.txt,394,1592,4.040609137055838
EN_100775.txt,261,1169,4.478927203065134
EN_100787.txt,161,700,4.3478260869565215
EN_100788.txt,196,845,4.311224489795919
EN_100791.txt,158,632,4.0
EN_100792.txt,265,1058,3.9924528301886792
EN_100795.txt,161,693,4.304347826086956
EN_100802.txt,455,1757,3.8615384615384616
EN_100805.txt,412,1986,4.820388349514563
EN_100806.txt,81,320,3.950617283950617
EN_100811.txt,161,693,4.304347826086956
EN_100813.txt,209,1128,5.3971291866028706
EN_100824.txt,791,1674,2.1163084702907713
EN_100830.txt,280,1317,4.703571428571428
EN_100832.txt,196,876,4.469387755102041
EN_100837.txt,256,1149,4.48828125
EN_100838.txt,284,1251,4.404929577464789
EN_100842.txt,161,700,4.3478260869565215
EN_100850.txt,210,1038,4.942857142857143
EN_100853.txt,262,1080,4.122137404580153
EN_100875.txt,246,1218,4.951219512195122
EN_100876.txt,246,1223,4.971544715447155
EN_100881.txt,189,773,4.08994708994709
EN_100882.txt,98,439,4.479591836734694
EN_100891.txt,212,891,4.202830188679245
EN_100896.txt,249,1326,5.325301204819277
EN_100923.txt,102,406,3.980392156862745
EN_100924.txt,185,737,3.983783783783784
EN_100927.txt,188,911,4.845744680851064
EN_100938.txt,261,1137,4.35632183908046
EN_100957.txt,179,792,4.424581005586592
EN_100959.txt,179,792,4.424581005586592
EN_100969.txt,575,1937,3.368695652173913
EN_100973.txt,268,1092,4.074626865671642
EN_100999.txt,418,2105,5.035885167464115
EN_101.txt,209,1040,4.976076555023924
EN_101001.txt,337,1411,4.186943620178042
EN_101008.txt,165,656,3.9757575757575756
EN_101020.txt,447,2264,5.064876957494407
EN_101022.txt,392,1848,4.714285714285714
EN_101034.txt,323,1330,4.117647058823529
EN_101043.txt,194,860,4.43298969072165
EN_101093.txt,153,662,4.326797385620915
EN_101094.txt,295,1205,4.084745762711864
EN_101096.txt,433,1872,4.323325635103926
EN_101097.txt,329,1529,4.64741641337386
EN_101098.txt,256,1093,4.26953125
EN_101099.txt,128,526,4.109375
EN_101105.txt,199,924,4.64321608040201
EN_101111.txt,215,1011,4.702325581395349
EN_101129.txt,173,678,3.9190751445086707
EN_101141.txt,75,301,4.013333333333334
EN_101143.txt,286,1337,4.674825174825175
EN_101144.txt,298,1393,4.674496644295302
EN_101147.txt,215,1031,4.7953488372093025
EN_101150.txt,209,886,4.239234449760765
EN_101152.txt,339,1471,4.339233038348082
EN_101154.txt,196,908,4.63265306122449
EN_101155.txt,168,737,4.386904761904762
EN_101159.txt,253,1538,6.07905138339921
EN_101160.txt,262,1057,4.034351145038168
EN_101162.txt,240,954,3.975
EN_101164.txt,338,1360,4.023668639053255
EN_101165.txt,337,1359,4.032640949554896
EN_101168.txt,249,1544,6.2008032128514055
EN_101169.txt,249,1523,6.116465863453815
EN_101171.txt,321,1434,4.4672897196261685
EN_101172.txt,401,1876,4.678304239401497
EN_101179.txt,270,1201,4.448148148148148
EN_101182.txt,238,1071,4.5
EN_101188.txt,367,1634,4.452316076294278
EN_101189.txt,369,1593,4.317073170731708
EN_101194.txt,307,1521,4.954397394136808
EN_101196.txt,305,1514,4.963934426229508
EN_101198.txt,315,1567,4.974603174603175
EN_101199.txt,321,1613,5.024922118380062
EN_101201.txt,268,1263,4.712686567164179
EN_101202.txt,267,1256,4.704119850187266
EN_101204.txt,201,955,4.751243781094527
EN_101205.txt,198,950,4.797979797979798
EN_101208.txt,311,1555,5.0
EN_101209.txt,336,1672,4.976190476190476
EN_101213.txt,193,773,4.005181347150259
EN_101215.txt,169,647,3.828402366863905
EN_101222.txt,190,810,4.2631578947368425
EN_101223.txt,290,1310,4.517241379310345
EN_101226.txt,327,1369,4.186544342507645
EN_101227.txt,229,984,4.296943231441048
EN_101232.txt,222,1084,4.882882882882883
EN_101251.txt,383,1749,4.566579634464752
EN_101252.txt,342,1514,4.426900584795321
EN_101254.txt,362,1495,4.129834254143646
EN_101255.txt,244,1042,4.270491803278689
EN_101287.txt,354,1494,4.220338983050848
EN_101297.txt,266,1057,3.973684210526316
EN_101307.txt,269,1256,4.669144981412639
EN_101324.txt,543,2397,4.414364640883978
EN_101330.txt,238,1100,4.621848739495798
EN_101333.txt,286,1378,4.818181818181818
EN_101336.txt,86,396,4.604651162790698
EN_101343.txt,359,1242,3.4596100278551534
EN_101344.txt,360,1241,3.4472222222222224
EN_101355.txt,454,2055,4.526431718061674
EN_101366.txt,346,1670,4.826589595375722
EN_101367.txt,314,1442,4.592356687898089
EN_101369.txt,307,1462,4.762214983713355
EN_101377.txt,353,1642,4.651558073654391
EN_101386.txt,398,1673,4.203517587939698
EN_101391.txt,227,939,4.136563876651983
EN_101392.txt,192,917,4.776041666666667
EN_101393.txt,388,1921,4.951030927835052
EN_101394.txt,215,937,4.358139534883721
EN_101397.txt,197,798,4.050761421319797
EN_101398.txt,220,1003,4.5590909090909095
EN_101399.txt,357,1495,4.187675070028011
EN_101403.txt,270,1082,4.007407407407407
EN_101404.txt,270,1081,4.003703703703704
EN_101420.txt,223,955,4.2825112107623315
EN_101431.txt,211,892,4.2274881516587675
EN_101432.txt,266,1226,4.609022556390977
EN_101434.txt,123,558,4.536585365853658
EN_101435.txt,377,1092,2.896551724137931
EN_101436.txt,344,1003,2.9156976744186047
EN_101449.txt,394,1846,4.685279187817259
EN_101484.txt,228,1046,4.587719298245614
EN_101491.txt,213,858,4.028169014084507
EN_101498.txt,295,1551,5.257627118644068
EN_101505.txt,360,1458,4.05
EN_101508.txt,229,1087,4.746724890829694
EN_101509.txt,161,693,4.304347826086956
EN_101518.txt,274,1459,5.324817518248175
EN_101542.txt,221,972,4.398190045248869
EN_101557.txt,276,1286,4.659420289855072
EN_101578.txt,183,849,4.639344262295082
EN_101589.txt,126,542,4.301587301587301
EN_101594.txt,769,2235,2.906371911573472
EN_101596.txt,142,580,4.084507042253521
EN_101599.txt,201,1003,4.990049751243781
EN_101611.txt,355,1644,4.630985915492958
EN_101625.txt,222,1003,4.518018018018018
EN_101631.txt,306,1460,4.771241830065359
EN_101635.txt,328,1492,4.548780487804878
EN_101641.txt,217,1038,4.783410138248848
EN_101656.txt,154,704,4.571428571428571
EN_101657.txt,239,1071,4.481171548117155
EN_101683.txt,356,1664,4.674157303370786
EN_1017.txt,189,816,4.317460317460317
EN_101709.txt,236,1026,4.3474576271186445
EN_101710.txt,241,993,4.1203319502074685
EN_101714.txt,558,2247,4.026881720430108
EN_101718.txt,225,897,3.986666666666667
EN_101723.txt,359,1773,4.938718662952646
EN_101751.txt,254,1234,4.858267716535433
EN_101752.txt,217,866,3.9907834101382487
EN_101754.txt,391,1640,4.194373401534527
EN_101759.txt,311,1488,4.784565916398714
EN_101762.txt,345,1587,4.6
EN_101763.txt,234,977,4.1752136752136755
EN_101766.txt,179,780,4.35754189944134
EN_101780.txt,86,398,4.627906976744186
EN_101793.txt,229,1083,4.729257641921397
EN_101801.txt,113,455,4.0265486725663715
EN_101804.txt,306,1415,4.624183006535947
EN_101817.txt,134,668,4.985074626865671
EN_101826.txt,295,1374,4.657627118644068
EN_101830.txt,301,1393,4.627906976744186
EN_101831.txt,298,1389,4.6610738255033555
EN_101836.txt,298,1390,4.6644295302013425
EN_101838.txt,283,1166,4.120141342756184
EN_101851.txt,298,1364,4.577181208053691
EN_101855.txt,277,1224,4.418772563176895
EN_101857.txt,295,1320,4.47457627118644
EN_101870.txt,253,1031,4.075098814229249
EN_101874.txt,136,585,4.301470588235294
EN_101878.txt,204,893,4.377450980392157
EN_101882.txt,293,1375,4.69283276450512
EN_101885.txt,218,949,4.353211009174312
EN_101888.txt,324,1352,4.172839506172839
EN_101892.txt,116,499,4.301724137931035
EN_101902.txt,433,1872,4.323325635103926
EN_101904.txt,231,1129,4.887445887445887
EN_101910.txt,167,740,4.431137724550898
EN_101912.txt,287,1248,4.348432055749129
EN_101913.txt,297,1390,4.68013468013468
EN_101916.txt,418,1837,4.394736842105263
EN_101917.txt,211,932,4.4170616113744074
EN_101925.txt,56,306,5.464285714285714
EN_101928.txt,223,1026,4.6008968609865475
EN_101941.txt,135,585,4.333333333333333
EN_101942.txt,27,104,3.8518518518518516
EN_101951.txt,266,1338,5.030075187969925
EN_101952.txt,266,1338,5.030075187969925
EN_101953.txt,213,940,4.413145539906103
EN_101954.txt,180,775,4.305555555555555
EN_101959.txt,324,1451,4.478395061728395
EN_1020.txt,176,752,4.2727272727272725
EN_102001.txt,255,1092,4.2823529411764705
EN_102028.txt,183,739,4.038251366120218
EN_102029.txt,185,739,3.9945945945945946
EN_102046.txt,241,982,4.074688796680498
EN_102048.txt,249,1076,4.321285140562249
EN_102049.txt,233,976,4.1888412017167385
EN_102054.txt,260,1152,4.430769230769231
EN_102062.txt,291,1391,4.780068728522337
EN_102065.txt,264,1107,4.193181818181818
EN_102090.txt,431,1924,4.464037122969837
EN_102097.txt,199,833,4.185929648241206
EN_102099.txt,241,1113,4.618257261410788
EN_102100.txt,128,575,4.4921875
EN_102102.txt,307,1229,4.003257328990228
EN_102104.txt,253,1066,4.213438735177865
EN_102119.txt,633,2719,4.295418641390206
EN_102120.txt,633,2719,4.295418641390206
EN_102142.txt,295,1432,4.854237288135593
EN_102145.txt,239,976,4.083682008368201
EN_102146.txt,329,1637,4.975683890577508
EN_102149.txt,253,1125,4.446640316205533
EN_102151.txt,293,1217,4.15358361774744
EN_102152.txt,237,1080,4.556962025316456
EN_102154.txt,62,271,4.370967741935484
EN_102162.txt,211,872,4.132701421800948
EN_102163.txt,211,871,4.127962085308057
EN_102172.txt,161,748,4.645962732919255
EN_102175.txt,217,1046,4.820276497695852
EN_102188.txt,217,1045,4.815668202764977
EN_102190.txt,162,736,4.54320987654321
EN_1022.txt,230,1101,4.78695652173913
EN_102210.txt,218,1046,4.798165137614679
EN_102219.txt,215,895,4.162790697674419
EN_102232.txt,252,1007,3.996031746031746
EN_102260.txt,392,1835,4.6811224489795915
EN_102271.txt,281,1219,4.338078291814947
EN_102282.txt,344,1487,4.3226744186046515
EN_102288.txt,269,1200,4.4609665427509295
EN_102289.txt,268,1204,4.492537313432836
EN_102293.txt,477,2142,4.490566037735849
EN_102296.txt,251,1023,4.075697211155378
EN_102298.txt,330,1612,4.884848484848485
EN_102302.txt,196,845,4.311224489795919
EN_102313.txt,291,1452,4.989690721649485
EN_102329.txt,151,660,4.370860927152318
EN_102331.txt,224,898,4.008928571428571
EN_102338.txt,286,1337,4.674825174825175
EN_102340.txt,175,773,4.417142857142857
EN_102346.txt,154,664,4.311688311688312
EN_102355.txt,394,1831,4.647208121827411
EN_102369.txt,243,966,3.9753086419753085
EN_102382.txt,315,1390,4.412698412698413
EN_102390.txt,428,1993,4.656542056074766
EN_102393.txt,332,1413,4.256024096385542
EN_102395.txt,274,1317,4.806569343065694
EN_102400.txt,170,723,4.252941176470588
EN_102401.txt,405,1930,4.765432098765432
EN_102403.txt,389,1698,4.365038560411311
EN_102405.txt,313,1473,4.706070287539936
EN_102415.txt,326,1711,5.248466257668712
EN_102425.txt,231,937,4.0562770562770565
EN_102427.txt,331,1512,4.56797583081571
EN_102430.txt,153,742,4.849673202614379
EN_102432.txt,223,994,4.457399103139013
EN_102433.txt,222,1028,4.63063063063063
EN_102434.txt,307,1431,4.6612377850162865
EN_102437.txt,188,755,4.01595744680851
EN_102441.txt,78,362,4.641025641025641
EN_102462.txt,438,2011,4.591324200913242
EN_102469.txt,286,1281,4.479020979020979
EN_102475.txt,246,1084,4.40650406504065
EN_102480.txt,249,1142,4.586345381526105
EN_102484.txt,122,619,5.073770491803279
EN_102488.txt,175,795,4.542857142857143
EN_102489.txt,563,1190,2.113676731793961
EN_102493.txt,352,1595,4.53125
EN_102496.txt,246,1164,4.7317073170731705
EN_1025.txt,249,1085,4.357429718875502
EN_102508.txt,282,1271,4.50709219858156
EN_102509.txt,212,857,4.0424528301886795
EN_102510.txt,378,1499,3.9656084656084656
EN_102532.txt,193,917,4.751295336787565
EN_102536.txt,265,1068,4.030188679245283
EN_102540.txt,310,1450,4.67741935483871
EN_102546.txt,212,926,4.367924528301887
EN_102550.txt,207,929,4.48792270531401
EN_102552.txt,315,1484,4.711111111111111
EN_102553.txt,124,552,4.451612903225806
EN_102556.txt,410,2000,4.878048780487805
EN_102557.txt,242,1159,4.789256198347108
EN_102564.txt,308,1429,4.6396103896103895
EN_102566.txt,232,1171,5.047413793103448
EN_102568.txt,342,1919,5.611111111111111
EN_102569.txt,342,1902,5.56140350877193
EN_102577.txt,310,1450,4.67741935483871
EN_102583.txt,438,1879,4.289954337899544
EN_102588.txt,162,707,4.364197530864198
EN_102594.txt,167,692,4.1437125748503
EN_102597.txt,174,771,4.431034482758621
EN_102600.txt,338,1326,3.923076923076923
EN_102612.txt,244,1162,4.762295081967213
EN_102614.txt,222,991,4.463963963963964
EN_102619.txt,156,756,4.846153846153846
EN_102632.txt,288,1289,4.475694444444445
EN_102637.txt,162,736,4.54320987654321
EN_102639.txt,255,1116,4.376470588235295
EN_102646.txt,108,449,4.157407407407407
EN_102650.txt,310,1487,4.796774193548387
EN_102652.txt,383,1600,4.177545691906006
EN_102653.txt,27,118,4.37037037037037
EN_102654.txt,132,602,4.5606060606060606
EN_102655.txt,185,801,4.3297297297297295
EN_102670.txt,443,1860,4.198645598194131
EN_102672.txt,132,525,3.977272727272727
EN_102674.txt,315,1469,4.663492063492064
EN_102680.txt,236,986,4.177966101694915
EN_102698.txt,315,1457,4.625396825396826
EN_102707.txt,271,1079,3.981549815498155
EN_102712.txt,281,1363,4.850533807829182
EN_102716.txt,270,1123,4.159259259259259
EN_102717.txt,361,1515,4.196675900277008
EN_102739.txt,282,1271,4.50709219858156
EN_102822.txt,271,1123,4.143911439114391
EN_102832.txt,183,808,4.415300546448087
EN_102847.txt,287,1289,4.491289198606272
EN_102851.txt,270,1125,4.166666666666667
EN_102854.txt,146,752,5.1506849315068495
EN_102858.txt,307,1302,4.241042345276873
EN_102865.txt,237,997,4.206751054852321
EN_102869.txt,249,1107,4.445783132530121
EN_102902.txt,298,1246,4.181208053691275
EN_102906.txt,175,762,4.354285714285714
EN_102909.txt,145,621,4.2827586206896555
EN_102936.txt,245,1007,4.110204081632653
EN_102937.txt,268,1276,4.7611940298507465
EN_102938.txt,217,1044,4.811059907834101
EN_102939.txt,346,1666,4.815028901734104
EN_102940.txt,355,1641,4.622535211267605
EN_102941.txt,126,563,4.468253968253968
EN_102942.txt,315,1457,4.625396825396826
EN_102943.txt,236,953,4.038135593220339
EN_102948.txt,316,1474,4.6645569620253164
EN_102964.txt,655,2331,3.5587786259541985
EN_102967.txt,71,293,4.126760563380282
EN_102968.txt,182,725,3.9835164835164836
EN_102969.txt,371,1404,3.784366576819407
EN_102970.txt,188,825,4.388297872340425
EN_102972.txt,194,877,4.520618556701031
EN_102980.txt,238,966,4.0588235294117645
EN_102983.txt,238,966,4.0588235294117645
EN_102985.txt,267,1106,4.142322097378277
EN_102986.txt,316,1473,4.6613924050632916
EN_102990.txt,280,1492,5.328571428571428
EN_102991.txt,280,1485,5.303571428571429
EN_102996.txt,120,572,4.766666666666667
EN_1030.txt,171,723,4.228070175438597
EN_103001.txt,153,657,4.294117647058823
EN_103006.txt,160,699,4.36875
EN_103008.txt,148,590,3.9864864864864864
EN_103009.txt,166,738,4.445783132530121
EN_103024.txt,328,1718,5.237804878048781
EN_103036.txt,257,1192,4.638132295719845
EN_103050.txt,326,1359,4.168711656441718
EN_103072.txt,243,1180,4.8559670781893
EN_103073.txt,243,1178,4.847736625514403
EN_103086.txt,390,1910,4.897435897435898
EN_103093.txt,267,1106,4.142322097378277
EN_103098.txt,573,934,1.6300174520069808
EN_103099.txt,573,931,1.62478184991274
EN_103100.txt,218,906,4.155963302752293
EN_103110.txt,325,1452,4.467692307692308
EN_103119.txt,508,2063,4.061023622047244
EN_103125.txt,213,940,4.413145539906103
EN_103136.txt,216,888,4.111111111111111
EN_103146.txt,211,892,4.2274881516587675
EN_103150.txt,342,1675,4.89766081871345
EN_103152.txt,206,831,4.033980582524272
EN_103153.txt,206,830,4.029126213592233
EN_103172.txt,283,1160,4.098939929328622
EN_103190.txt,493,2004,4.064908722109534
EN_103195.txt,217,1044,4.811059907834101
EN_1032.txt,174,758,4.35632183908046
EN_103207.txt,243,1068,4.395061728395062
EN_103227.txt,318,1474,4.635220125786163
EN_103230.txt,280,1169,4.175
EN_103234.txt,307,1223,3.98371335504886
EN_103235.txt,570,2281,4.0017543859649125
EN_103237.txt,307,1223,3.98371335504886
EN_103246.txt,1591,1600,1.005656819610308
EN_103247.txt,239,1057,4.422594142259414
EN_103262.txt,123,517,4.203252032520325
EN_103267.txt,219,943,4.30593607305936
EN_103271.txt,295,1389,4.708474576271186
EN_103283.txt,393,1568,3.989821882951654
EN_103298.txt,173,762,4.404624277456647
EN_103303.txt,359,1544,4.3008356545961
EN_103306.txt,213,1037,4.868544600938967
EN_103307.txt,354,1489,4.206214689265536
EN_103309.txt,156,636,4.076923076923077
EN_103312.txt,166,742,4.469879518072289
EN_103340.txt,225,938,4.168888888888889
EN_103353.txt,149,723,4.852348993288591
EN_103360.txt,292,1344,4.602739726027397
EN_103365.txt,204,815,3.9950980392156863
EN_103367.txt,314,1523,4.850318471337579
EN_103368.txt,216,1045,4.837962962962963
EN_103370.txt,247,1007,4.076923076923077
EN_103374.txt,48,192,4.0
EN_103379.txt,143,619,4.328671328671328
EN_103388.txt,238,1225,5.147058823529412
EN_103390.txt,151,648,4.291390728476821
EN_103397.txt,244,1192,4.885245901639344
EN_1034.txt,205,968,4.721951219512195
EN_103404.txt,270,1125,4.166666666666667
EN_103411.txt,153,670,4.379084967320262
EN_103413.txt,270,1180,4.37037037037037
EN_103416.txt,300,1238,4.126666666666667
EN_103418.txt,314,1385,4.410828025477707
EN_103447.txt,202,978,4.841584158415841
EN_103452.txt,191,821,4.298429319371728
EN_103467.txt,177,760,4.293785310734464
EN_103472.txt,29,112,3.8620689655172415
EN_103473.txt,75,298,3.973333333333333
EN_103474.txt,182,837,4.5989010989010985
EN_103476.txt,167,742,4.4431137724550895
EN_103482.txt,380,1536,4.042105263157895
EN_103486.txt,192,878,4.572916666666667
EN_103489.txt,206,1021,4.956310679611651
EN_103490.txt,208,1009,4.850961538461538
EN_103494.txt,233,1056,4.532188841201717
EN_103495.txt,330,1547,4.6878787878787875
EN_103520.txt,205,979,4.775609756097561
EN_103532.txt,217,872,4.018433179723503
EN_103535.txt,217,949,4.373271889400922
EN_103543.txt,172,686,3.988372093023256
EN_103546.txt,182,827,4.543956043956044
EN_103550.txt,494,1979,4.006072874493927
EN_103552.txt,769,1677,2.1807542262678803
EN_103580.txt,237,1045,4.409282700421941
EN_103611.txt,337,1464,4.344213649851632
EN_103627.txt,387,1666,4.304909560723514
EN_103632.txt,167,721,4.317365269461078
EN_103636.txt,287,1181,4.114982578397212
EN_103640.txt,310,1398,4.509677419354839
EN_103646.txt,208,932,4.480769230769231
EN_103647.txt,248,1105,4.455645161290323
EN_103648.txt,352,1637,4.650568181818182
EN_103650.txt,153,643,4.2026143790849675
EN_103651.txt,248,1115,4.495967741935484
EN_103653.txt,150,642,4.28
EN_103656.txt,173,686,3.9653179190751446
EN_103659.txt,172,683,3.9709302325581395
EN_103669.txt,390,1767,4.530769230769231
EN_103682.txt,78,360,4.615384615384615
EN_103688.txt,270,1161,4.3
EN_103690.txt,308,1306,4.240259740259741
EN_103697.txt,246,982,3.991869918699187
EN_103699.txt,272,1237,4.547794117647059
EN_103704.txt,265,1278,4.8226415094339625
EN_103719.txt,277,1292,4.664259927797834
EN_103722.txt,277,1340,4.837545126353791
EN_103725.txt,515,1193,2.316504854368932
EN_103737.txt,311,1239,3.9839228295819935
EN_103742.txt,469,1950,4.157782515991471
EN_103755.txt,221,977,4.420814479638009
EN_103756.txt,59,235,3.983050847457627
EN_103762.txt,257,1124,4.373540856031128
EN_103772.txt,442,1855,4.1968325791855206
EN_103789.txt,188,897,4.7712765957446805
EN_103791.txt,330,1223,3.706060606060606
EN_103797.txt,265,1106,4.173584905660378
EN_103800.txt,248,1215,4.899193548387097
EN_103801.txt,190,856,4.505263157894737
EN_103815.txt,334,1569,4.697604790419161
EN_103824.txt,231,1039,4.4978354978354975
EN_103846.txt,84,336,4.0
EN_103851.txt,390,1767,4.530769230769231
EN_103852.txt,188,877,4.664893617021277
EN_103858.txt,144,639,4.4375
EN_103869.txt,255,1202,4.713725490196079
EN_103874.txt,589,1937,3.288624787775891
EN_1039.txt,266,1083,4.071428571428571
EN_103900.txt,272,1172,4.3088235294117645
EN_103904.txt,285,1206,4.231578947368421
EN_103908.txt,305,1291,4.232786885245901
EN_103912.txt,189,758,4.01058201058201
EN_103915.txt,367,1655,4.509536784741145
EN_103917.txt,237,1138,4.801687763713081
EN_103931.txt,330,1425,4.318181818181818
EN_103935.txt,276,1193,4.322463768115942
EN_103940.txt,630,2054,3.2603174603174603
EN_103944.txt,201,799,3.9751243781094527
EN_103946.txt,331,1677,5.066465256797583
EN_103949.txt,201,802,3.990049751243781
EN_103956.txt,153,735,4.803921568627451
EN_103960.txt,173,686,3.9653179190751446
EN_103962.txt,292,1539,5.27054794520548
EN_103967.txt,365,1496,4.098630136986301
EN_103968.txt,261,1205,4.616858237547893
EN_103977.txt,217,863,3.9769585253456223
EN_103978.txt,217,863,3.9769585253456223
EN_103983.txt,299,1249,4.177257525083612
EN_103992.txt,341,1397,4.096774193548387
EN_104003.txt,271,1346,4.966789667896679
EN_104009.txt,268,1381,5.152985074626866
EN_104010.txt,234,931,3.9786324786324787
EN_104014.txt,255,1100,4.313725490196078
EN_104017.txt,272,1347,4.952205882352941
EN_104018.txt,265,1160,4.377358490566038
EN_104020.txt,343,1369,3.991253644314869
EN_104033.txt,220,1052,4.781818181818182
EN_104034.txt,220,1041,4.7318181818181815
EN_104036.txt,172,668,3.883720930232558
EN_104040.txt,213,976,4.582159624413146
EN_104053.txt,83,374,4.506024096385542
EN_104086.txt,294,1258,4.27891156462585
EN_104089.txt,272,1347,4.952205882352941
EN_104090.txt,249,1059,4.253012048192771
EN_104092.txt,216,937,4.337962962962963
EN_104110.txt,355,1693,4.769014084507043
EN_104133.txt,180,863,4.794444444444444
EN_104137.txt,124,554,4.467741935483871
EN_104196.txt,177,754,4.259887005649717
EN_1042.txt,250,1032,4.128
EN_104200.txt,232,1021,4.400862068965517
EN_104240.txt,242,1080,4.462809917355372
EN_104254.txt,253,1054,4.16600790513834
EN_104256.txt,252,1051,4.170634920634921
EN_104259.txt,342,1363,3.9853801169590644
EN_104261.txt,230,1064,4.626086956521739
EN_104267.txt,245,1139,4.648979591836735
EN_104278.txt,215,900,4.186046511627907
EN_104285.txt,300,1382,4.6066666666666665
EN_104292.txt,274,1193,4.354014598540146
EN_104293.txt,303,1411,4.656765676567657
EN_104313.txt,303,1439,4.749174917491749
EN_104340.txt,228,956,4.192982456140351
EN_104348.txt,247,1125,4.554655870445344
EN_104350.txt,224,924,4.125
EN_104356.txt,272,1162,4.272058823529412
EN_104363.txt,521,2355,4.520153550863723
EN_104364.txt,297,1390,4.68013468013468
EN_104366.txt,162,713,4.401234567901234
EN_104368.txt,247,1189,4.813765182186235
EN_104377.txt,221,1028,4.65158371040724
EN_104389.txt,159,720,4.528301886792453
EN_104398.txt,208,846,4.0673076923076925
EN_1044.txt,229,978,4.270742358078603
EN_104410.txt,165,709,4.296969696969697
EN_104413.txt,284,1294,4.556338028169014
EN_104435.txt,183,728,3.978142076502732
EN_104437.txt,438,1812,4.136986301369863
EN_104440.txt,193,896,4.642487046632124
EN_104451.txt,512,1367,2.669921875
